Close time,Open time,Open,High,Low,Close,Volume,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore,MA,RSI,MACD,Signal,Buy,Sell
2025-09-03 22:59:59.999,2025-09-03 22:00:00,854.62,855.61,853.71,855.47,2345.929,2005252.79569000,12523,1306.68800000,1117004.39022000,0,,52.58928571428589,0.49347326176314255,0.7278229945543805,False,False
2025-09-03 23:59:59.999,2025-09-03 23:00:00,855.47,855.66,853.96,854.76,2047.321,1749760.99160000,11359,868.23800000,742049.01195000,0,,50.97360450021646,0.33099032212533075,0.6484564600685706,False,False
2025-09-04 00:59:59.999,2025-09-04 00:00:00,854.76,856.72,854.31,856.33,2631.256,2251557.55070000,13149,1753.00700000,1500024.34631000,0,,55.62500000000004,0.32515906945036477,0.5837969819449295,False,False
2025-09-04 01:59:59.999,2025-09-04 01:00:00,856.33,856.44,854.04,855.0,2203.117,1883647.79608000,14228,1086.76800000,929308.37515000,0,,51.98396793587174,0.21078804163437326,0.5091951938828183,False,False
2025-09-04 02:59:59.999,2025-09-04 02:00:00,855.0,855.38,850.5,850.6,5357.721,4566120.71551000,20109,2225.95700000,1896875.39457000,0,,46.975733429916794,-0.23221818291244745,0.36091251852376516,False,False
2025-09-04 03:59:59.999,2025-09-04 03:00:00,850.6,851.83,848.01,848.68,6075.294,5162761.39090000,22022,2867.30100000,2437099.93113000,0,,33.33333333333333,-0.7298188638774263,0.14276624204352684,False,False
2025-09-04 04:59:59.999,2025-09-04 04:00:00,848.68,849.74,845.08,847.28,6531.373,5537195.50094000,26126,2200.82700000,1866781.97368000,0,,18.21493624772343,-1.2230408348457331,-0.13039517333432515,False,False
2025-09-04 05:59:59.999,2025-09-04 05:00:00,847.28,848.03,844.36,846.95,7840.809,6635634.03492000,33849,3457.02800000,2925961.14291000,0,,18.72659176030004,-1.6218553040106372,-0.4286871994695876,False,False
2025-09-04 06:59:59.999,2025-09-04 06:00:00,846.95,848.11,845.83,846.88,3724.532,3154644.05390000,21607,2146.24500000,1817803.06119000,0,,20.21222839818128,-1.921418146757901,-0.7272333889272503,False,False
2025-09-04 07:59:59.999,2025-09-04 07:00:00,846.88,848.5,846.56,847.71,4642.006,3934524.98719000,19359,2320.57700000,1966826.07442000,0,,17.717561229807515,-2.0680110503717515,-0.9953889212161506,False,False
2025-09-04 08:59:59.999,2025-09-04 08:00:00,847.7,849.37,847.15,847.75,4387.402,3721659.83681000,19474,2176.55000000,1846345.43548000,0,,19.523269012485983,-2.1561050796947256,-1.2275321529118657,False,False
2025-09-04 09:59:59.999,2025-09-04 09:00:00,847.75,849.12,847.11,847.84,4262.713,3614396.58626000,16724,2378.12400000,2016395.98698000,0,,21.74984596426407,-2.193374133099269,-1.4207005489493465,False,False
2025-09-04 10:59:59.999,2025-09-04 10:00:00,847.84,849.52,847.0,848.0,5096.122,4322794.92517000,23129,2278.70800000,1933141.74169000,0,,26.642599277978476,-2.1848142845348093,-1.5735232960664391,False,False
2025-09-04 11:59:59.999,2025-09-04 11:00:00,848.0,849.84,847.32,847.78,3639.511,3088731.94688000,15966,2018.12400000,1712726.40743000,0,,25.377426312006023,-2.1707595395395174,-1.6929705447610548,False,False
2025-09-04 12:59:59.999,2025-09-04 12:00:00,847.78,849.79,846.67,848.79,3827.485,3246734.78974000,19728,1995.16900000,1692411.83162000,0,,26.278409090909122,-2.054440186172428,-1.7652644730433296,False,False
2025-09-04 13:59:59.999,2025-09-04 13:00:00,848.8,849.35,846.63,847.85,5529.381,4690867.07126000,29775,2901.79200000,2461928.02127000,0,,25.85604472396946,-2.014880120871453,-1.8151876026089544,False,False
2025-09-04 14:59:59.999,2025-09-04 14:00:00,847.84,848.4,844.5,846.33,6672.822,5646476.72060000,34431,3506.80100000,2967632.84086000,0,,14.936886395511905,-2.0821777321498303,-1.8685856285171296,False,False
2025-09-04 15:59:59.999,2025-09-04 15:00:00,846.33,846.33,842.81,844.26,7726.531,6523401.05046000,34248,3205.51100000,2706177.81868000,0,,14.199999999999974,-2.27630346483636,-1.9501291957809759,False,False
2025-09-04 16:59:59.999,2025-09-04 16:00:00,844.25,845.65,843.5,845.0,4810.858,4063732.92347000,22421,2718.13400000,2296227.90200000,0,,25.308641975308618,-2.343424156088304,-2.0287881878424416,False,False
2025-09-04 17:59:59.999,2025-09-04 17:00:00,845.0,846.75,844.15,844.6,3767.482,3184616.45305000,19861,2083.87600000,1761349.89281000,0,,29.226069246436083,-2.401214735774829,-2.103273497428919,False,False
2025-09-04 18:59:59.999,2025-09-04 18:00:00,844.6,846.39,841.1,841.85,5621.419,4740374.42136000,25509,1975.03300000,1666601.24437000,0,,25.69382273948088,-2.6385012043523375,-2.2103190388136027,False,False
2025-09-04 19:59:59.999,2025-09-04 19:00:00,841.85,844.6,841.1,843.53,3605.455,3039934.07765000,21788,1721.78800000,1451595.80093000,0,,36.34185303514345,-2.660323922418911,-2.3003200155346644,False,False
2025-09-04 20:59:59.999,2025-09-04 20:00:00,843.54,846.48,843.3,845.73,2931.941,2478198.15419000,16749,1638.22400000,1384649.64962000,0,,46.075085324232155,-2.47160583631819,-2.3345771796913697,False,False
2025-09-04 21:59:59.999,2025-09-04 21:00:00,845.73,848.15,845.31,848.03,2621.538,2219901.32907000,11881,1731.46200000,1466328.08659000,0,,50.99255583126532,-2.1121075542015433,-2.2900832545934042,False,False
2025-09-04 22:59:59.999,2025-09-04 22:00:00,848.04,849.47,847.3,848.94,2045.161,1734329.53949000,14149,1025.86900000,869944.79782000,0,,53.502060035315054,-1.7337871616119855,-2.1788240359971205,False,False
2025-09-04 23:59:59.999,2025-09-04 23:00:00,848.93,849.73,843.24,843.63,2643.973,2237053.79165000,16179,1093.33700000,925146.16778000,0,,40.522287257991835,-1.841213780960743,-2.1113019849898453,False,False
2025-09-05 00:59:59.999,2025-09-05 00:00:00,843.62,845.32,842.22,844.0,3702.829,3125197.07487000,16052,1821.53700000,1537545.88040000,0,,41.079393398751144,-1.8748817729753,-2.0640179425869363,False,False
2025-09-05 01:59:59.999,2025-09-05 01:00:00,844.0,846.93,843.56,846.56,2251.334,1903643.62248000,10317,1376.87300000,1164072.89073000,0,,47.536348949919166,-1.675677131129305,-1.9863497802954102,False,False
2025-09-05 02:59:59.999,2025-09-05 02:00:00,846.56,847.75,845.44,847.34,3167.854,2682933.89099000,14462,1927.13600000,1632198.09781000,0,,47.044435385242714,-1.4382868603825045,-1.8767371963128292,False,False
2025-09-05 03:59:59.999,2025-09-05 03:00:00,847.34,847.34,844.48,845.78,2104.771,1779497.28158000,12144,999.84700000,845268.68771000,0,,45.8846918489065,-1.3603510430124288,-1.7734599656527492,False,False
2025-09-05 04:59:59.999,2025-09-05 04:00:00,845.78,846.36,843.61,846.01,3111.302,2628964.23334000,12626,1583.77100000,1338254.84073000,0,,49.32942162615246,-1.2654400631012095,-1.6718559851424415,False,False
2025-09-05 05:59:59.999,2025-09-05 05:00:00,846.0,847.53,845.35,846.76,3068.125,2597547.16225000,11869,2130.67300000,1804082.23005000,0,,55.54569653948532,-1.1168295795456515,-1.5608507040230837,False,False
2025-09-05 06:59:59.999,2025-09-05 06:00:00,846.77,847.02,845.1,846.7,2886.664,2442289.34304000,13793,1211.52200000,1025065.96601000,0,,53.88838060384272,-0.9924557866797841,-1.447171720554424,False,False
2025-09-05 07:59:59.999,2025-09-05 07:00:00,846.7,851.17,846.69,850.68,8712.803,7402566.81968000,30024,4477.29000000,3802683.20488000,0,,61.949685534591026,-0.5662090169223575,-1.2709791798280108,False,False
2025-09-05 08:59:59.999,2025-09-05 08:00:00,850.67,850.92,847.53,849.6,5326.378,4522379.91208000,20749,2777.26300000,2358203.91981000,0,,66.30206142196047,-0.31195631677701385,-1.0791746072178114,False,False
2025-09-05 09:59:59.999,2025-09-05 09:00:00,849.6,850.34,847.56,849.6,3418.531,2901408.62003000,18421,1747.35400000,1483030.03971000,0,,63.73924852874613,-0.10920042558871046,-0.8851797708919913,False,False
2025-09-05 10:59:59.999,2025-09-05 10:00:00,849.59,850.54,848.8,850.15,3448.329,2930508.41948000,15607,2141.03100000,1819551.91426000,0,850.177,60.81213307240698,0.09477299828336072,-0.6891892170569209,False,False
2025-09-05 11:59:59.999,2025-09-05 11:00:00,850.14,851.0,849.46,850.9,2353.568,2001144.33920000,13475,1229.21200000,1045225.12396000,0,850.1088000000001,57.59661196400213,0.3133302620202585,-0.48868532124148506,False,False
2025-09-05 12:59:59.999,2025-09-05 12:00:00,850.89,854.62,849.15,854.41,13734.2,11701896.11125000,58038,6368.75600000,5428479.04597000,0,850.1244,62.726849697533595,0.7609938702241834,-0.23874948294835138,False,False
2025-09-05 13:59:59.999,2025-09-05 13:00:00,854.41,857.73,853.77,856.12,10976.149,9392887.19752000,49403,5251.88100000,4493902.57929000,0,850.1666,84.90776970374539,1.2394654279881934,0.05689349923895756,False,False
2025-09-05 14:59:59.999,2025-09-05 14:00:00,856.12,856.12,844.71,847.91,25192.253,21368872.91656000,88415,12180.27500000,10331216.01016000,0,850.0794000000001,57.59813447337735,0.9452825695072988,0.23457131329262582,False,False
2025-09-05 15:59:59.999,2025-09-05 15:00:00,847.91,850.0,846.71,848.81,6592.438,5596006.89031000,28883,3500.37500000,2971414.14742000,0,849.9164,54.67386788533446,0.7758198448340181,0.3428210196009043,False,False
2025-09-05 16:59:59.999,2025-09-05 16:00:00,848.81,850.04,848.44,849.43,3826.004,3249057.22174000,15797,2260.90400000,1919963.65584000,0,849.6802,54.370556252613824,0.6836673415165251,0.4109902839840284,False,False
2025-09-05 17:59:59.999,2025-09-05 17:00:00,849.44,849.89,848.58,849.71,2529.075,2147850.96935000,13955,1326.86700000,1126736.63028000,0,849.4681999999999,58.68316394167054,0.6260131883017266,0.4539948648475681,False,False
2025-09-05 18:59:59.999,2025-09-05 18:00:00,849.7,850.97,848.8,850.65,2294.888,1950665.46492000,11350,1138.21900000,967506.48883000,0,849.3078,59.94001713796064,0.6486942569989651,0.49293474327784753,False,False
2025-09-05 19:59:59.999,2025-09-05 19:00:00,850.65,851.65,850.4,850.96,2220.653,1889730.77565000,11216,937.47000000,797722.11105000,0,849.125,59.17030567685605,0.6838011426507364,0.5311080231524253,False,False
2025-09-05 20:59:59.999,2025-09-05 20:00:00,850.96,852.53,850.12,852.27,2582.758,2199333.86492000,11156,1713.00200000,1458736.71275000,0,849.0006,61.532091097308424,0.8080153562792702,0.5864894897777944,False,False
2025-09-05 21:59:59.999,2025-09-05 21:00:00,852.28,852.4,848.5,850.06,3633.308,3089888.54495000,21088,1739.27400000,1479177.97394000,0,848.8616000000001,48.6148346738159,0.7198297361160257,0.6131575390454407,False,False
2025-09-05 22:59:59.999,2025-09-05 22:00:00,850.05,852.18,849.72,851.36,1660.029,1412294.38327000,8671,964.01200000,820146.49143000,0,848.7994,53.89380530973447,0.7462389540951335,0.6397738220553792,False,False
2025-09-05 23:59:59.999,2025-09-05 23:00:00,851.37,851.37,849.25,850.14,2062.708,1753488.96492000,7645,875.18400000,743974.11883000,0,848.7096,51.13350125944576,0.661103851895291,0.6440398280233617,False,False
2025-09-06 00:59:59.999,2025-09-06 00:00:00,850.14,852.08,849.55,852.08,3493.963,2971464.83155000,9637,2354.18800000,2002237.15106000,0,848.6417999999999,53.827846092820394,0.7416264487256967,0.6635571521638287,False,False
2025-09-06 01:59:59.999,2025-09-06 01:00:00,852.07,855.54,851.7,855.29,5307.127,4532908.50215000,14823,3422.33100000,2923143.94772000,0,848.6524,57.932779183230856,1.0523307459720854,0.7413118709254801,False,False
2025-09-06 02:59:59.999,2025-09-06 02:00:00,855.3,856.25,853.0,855.42,5376.738,4595139.11100000,14008,2132.32200000,1822118.96194000,0,848.6342,52.07904487443388,1.294138035883293,0.8518771039170427,False,False
2025-09-06 03:59:59.999,2025-09-06 03:00:00,855.42,859.61,854.98,858.2,9316.877,7993468.42895000,22845,5850.73200000,5019297.08190000,0,848.6981999999999,54.10094637223979,1.690606561758159,1.019622995485266,False,False
2025-09-06 04:59:59.999,2025-09-06 04:00:00,858.2,859.96,855.99,857.93,8824.759,7573692.89127000,22087,4873.37000000,4182410.61345000,0,848.8448,78.76004592422449,1.9604254175088727,1.2077834798899874,False,False
2025-09-06 05:59:59.999,2025-09-06 05:00:00,857.93,858.55,856.04,856.04,3253.855,2789255.56118000,13720,1339.62200000,1148508.23445000,0,848.992,69.63606735469826,1.9987116957465787,1.3659691230613058,False,False
2025-09-06 06:59:59.999,2025-09-06 06:00:00,856.05,859.79,856.05,858.27,5885.713,5049941.49319000,20246,3426.50100000,2940275.38406000,0,849.2117999999999,72.0779220779218,2.183822464214927,1.52953979129203,False,False
2025-09-06 07:59:59.999,2025-09-06 07:00:00,858.28,859.54,857.6,859.42,5940.73,5101900.39035000,16721,3386.50400000,2908163.31007000,0,849.4612000000001,73.2407850646238,2.3957032946192385,1.702772491957472,False,False
2025-09-06 08:59:59.999,2025-09-06 08:00:00,859.42,859.92,858.62,859.39,5670.737,4873228.50405000,18225,3141.75500000,2700029.40244000,0,849.7114,71.87187187187163,2.5320121697837976,1.8686204275227372,False,False
2025-09-06 09:59:59.999,2025-09-06 09:00:00,859.39,859.44,856.66,856.9,9407.259,8073627.82475000,23485,4739.50000000,4067919.55435000,0,849.8951999999999,63.40252707581202,2.41131955437379,1.977160252892948,False,False
2025-09-06 10:59:59.999,2025-09-06 10:00:00,856.91,859.81,856.43,859.81,11795.777,10122985.24021000,34828,6175.18100000,5300000.23998000,0,850.1364,65.86700336700315,2.5214171399713905,2.0860116303086365,False,False
2025-09-06 11:59:59.999,2025-09-06 11:00:00,859.81,862.0,859.16,861.07,11451.257,9855084.18344000,39598,6197.31500000,5333159.48755000,0,850.4010000000001,74.13415168785613,2.67945465415778,2.204700235078465,False,False
2025-09-06 12:59:59.999,2025-09-06 12:00:00,861.07,865.0,860.87,861.79,12021.903,10382330.01065000,38445,6933.18200000,5987501.59702000,0,850.6768000000001,73.45928924876267,2.8301740210655453,2.329794992275881,False,False
2025-09-06 13:59:59.999,2025-09-06 13:00:00,861.8,863.26,859.43,861.43,7765.502,6686083.56320000,23680,4267.20000000,3674412.93272000,0,850.9498000000001,76.41553579784721,2.8872883510239262,2.44129366402549,False,False
2025-09-06 14:59:59.999,2025-09-06 14:00:00,861.43,863.37,860.42,863.21,4567.488,3936501.45402000,16895,2929.92100000,2525431.27974000,0,851.2382000000001,76.23762376237605,3.041126776478336,2.561260286516059,False,False
2025-09-06 15:59:59.999,2025-09-06 15:00:00,863.2,863.39,858.95,859.51,4917.766,4233646.28764000,23111,2440.14900000,2100363.25720000,0,851.4714,59.7235023041474,2.831842046831639,2.6153766385791752,False,False
2025-09-06 16:59:59.999,2025-09-06 16:00:00,859.52,861.74,857.49,860.93,6766.05,5816353.96358000,25822,3816.19000000,3280698.96451000,0,851.7633999999999,61.98347107438002,2.7488771783412176,2.642076746531584,False,False
2025-09-06 17:59:59.999,2025-09-06 17:00:00,860.93,861.24,858.94,859.35,4148.471,3566690.10917000,15234,1954.10300000,1680013.09332000,0,852.0652,52.638825149150925,2.5265100913092056,2.6189634154871086,False,False
2025-09-06 18:59:59.999,2025-09-06 18:00:00,859.34,860.3,858.29,859.55,5912.621,5080489.07709000,14804,3645.10200000,3131816.03177000,0,852.3562,53.729281767955825,2.3394531417392272,2.5630613607375325,False,False
2025-09-06 19:59:59.999,2025-09-06 19:00:00,859.56,859.85,857.5,857.79,2733.73,2348238.14774000,10269,982.82600000,844155.19839000,0,852.62,54.05280222325152,2.025839256557788,2.4556169399015837,False,False
2025-09-06 20:59:59.999,2025-09-06 20:00:00,857.8,858.64,856.59,858.49,1688.924,1448285.67785000,10770,810.65200000,695206.62253000,0,852.9528,50.54835493519449,1.8128843407425848,2.327070420069784,False,False
2025-09-06 21:59:59.999,2025-09-06 21:00:00,858.5,860.02,858.2,858.89,2464.68,2117118.41958000,11440,1358.95600000,1167376.88426000,0,853.26,48.62765406525123,1.6572885025311734,2.193114036562062,False,False
2025-09-06 22:59:59.999,2025-09-06 22:00:00,858.88,859.68,857.93,859.59,1768.188,1518486.20368000,11959,878.06500000,754028.00415000,0,853.5372,50.500500500500614,1.5723369084622618,2.0689586109421017,False,False
2025-09-06 23:59:59.999,2025-09-06 23:00:00,859.6,863.29,859.05,860.85,3753.939,3234959.74565000,15611,2083.84400000,1795601.53316000,0,853.7936,60.53333333333346,1.5883738429271261,1.9728416573391068,False,False
2025-09-07 00:59:59.999,2025-09-07 00:00:00,860.86,863.08,860.55,861.63,4223.092,3639961.01855000,14411,1973.85800000,1701328.72165000,0,854.0473999999999,55.475330926594616,1.6450594885286591,1.9072852235770175,False,False
2025-09-07 01:59:59.999,2025-09-07 01:00:00,861.64,863.3,861.42,861.99,2896.095,2497039.21316000,12118,1690.44700000,1457536.81704000,0,854.4146000000001,52.92620865139938,1.6994421511677729,1.8657166090951687,False,False
2025-09-07 02:59:59.999,2025-09-07 02:00:00,861.99,866.33,861.27,866.15,4881.155,4216027.85833000,15081,3494.63000000,3019019.25655000,0,854.8576,61.37787056367438,2.054534640116799,1.9034802152994947,False,False
2025-09-07 03:59:59.999,2025-09-07 03:00:00,866.16,868.25,864.61,866.12,12826.428,11117206.57583000,30783,7443.55200000,6450707.48952000,0,855.2487999999998,62.45353159851321,2.306934343536909,1.9841710409469777,False,False
2025-09-07 04:59:59.999,2025-09-07 04:00:00,866.12,866.94,864.65,865.51,3015.099,2610278.33378000,9789,1798.06100000,1556732.07512000,0,855.6122,56.51189127972812,2.429732580193331,2.0732833487962488,False,False
2025-09-07 05:59:59.999,2025-09-07 05:00:00,865.51,868.0,865.02,867.56,2859.939,2478086.46586000,10595,1718.78100000,1489342.32108000,0,856.0477999999999,75.14053716427256,2.661785528226801,2.190983784682359,False,False
2025-09-07 06:59:59.999,2025-09-07 06:00:00,867.57,867.71,864.82,867.37,6748.886,5847099.64506000,24370,4385.84100000,3800467.15524000,0,856.475,71.7861975642766,2.798102960124993,2.312407619770886,False,False
2025-09-07 07:59:59.999,2025-09-07 07:00:00,867.36,868.0,867.04,867.64,4819.849,4181409.26320000,17858,3172.60600000,2752383.45057000,0,856.8925999999999,80.77208611729802,2.8945556152004883,2.4288372188568066,False,False
2025-09-07 08:59:59.999,2025-09-07 08:00:00,867.64,873.8,867.31,872.26,13883.481,12094137.08308000,41992,8302.23200000,7230580.97509000,0,857.4038,85.52263834544473,3.3056845544739417,2.604206685980234,False,False
2025-09-07 09:59:59.999,2025-09-07 09:00:00,872.26,873.6,869.52,870.98,4781.636,4165570.77268000,17006,2315.31300000,2017512.15754000,0,857.8098,87.88052843193614,3.4880142413180693,2.7809681970478013,False,False
2025-09-07 10:59:59.999,2025-09-07 10:00:00,870.99,874.44,870.98,873.0,6108.434,5330391.09403000,18897,3622.68000000,3160908.64442000,0,858.2778,88.73465029364696,3.7522552866653314,2.975225614971307,False,False
2025-09-07 11:59:59.999,2025-09-07 11:00:00,872.99,873.79,871.45,873.64,4498.861,3925901.46805000,14679,3047.55400000,2659775.03251000,0,858.7586,88.87717448603098,3.9675751337418887,3.173695518725424,False,False
2025-09-07 12:59:59.999,2025-09-07 12:00:00,873.63,873.88,869.51,869.95,9557.672,8324251.77313000,28479,3681.51300000,3206590.73247000,0,859.1546000000001,73.58834244080181,3.7966995138305037,3.29829631774644,False,False
2025-09-07 13:59:59.999,2025-09-07 13:00:00,869.96,872.66,869.95,872.6,3536.401,3082436.11909000,15071,2234.08600000,1947161.32479000,0,859.5886,75.16059957173482,3.8309513841124954,3.4048273310196513,False,False
2025-09-07 14:59:59.999,2025-09-07 14:00:00,872.6,874.92,872.59,874.27,5934.677,5186035.45212000,22501,2725.77500000,2381798.98358000,0,859.9857999999999,76.0726072607264,3.947348702605723,3.513331605336866,False,False
2025-09-07 15:59:59.999,2025-09-07 15:00:00,874.28,875.48,872.99,874.68,4791.874,4190970.72627000,15853,3319.52000000,2903607.31206000,0,860.357,76.12186084808592,4.02626570481425,3.6159184252323433,False,False
2025-09-07 16:59:59.999,2025-09-07 16:00:00,874.68,875.67,873.16,873.33,5135.992,4490368.51721000,16287,2853.63700000,2495330.76960000,0,860.8653999999999,66.71322160149025,3.934519587401496,3.679638657666174,False,False
2025-09-07 17:59:59.999,2025-09-07 17:00:00,873.32,874.65,872.4,873.86,3702.175,3234736.36342000,17100,1973.02200000,1724045.39551000,0,861.3664,67.60691537761639,3.860080098403955,3.7157269458137305,False,False
2025-09-07 18:59:59.999,2025-09-07 18:00:00,873.86,875.51,872.9,875.21,4097.067,3581950.13561000,14867,2246.23200000,1963907.20979000,0,861.882,71.346830985916,3.8654613523415264,3.74567382711929,False,False
2025-09-07 19:59:59.999,2025-09-07 19:00:00,875.21,876.6,874.84,875.28,4636.234,4059728.79966000,15787,2835.06400000,2482406.38578000,0,862.3933999999999,68.6113789778211,3.831210638448283,3.762781189385089,False,False
2025-09-07 20:59:59.999,2025-09-07 20:00:00,875.28,875.74,873.3,874.65,2405.552,2102979.14598000,11790,1217.90100000,1064736.82875000,0,862.8734,67.1860245514639,3.7104591031934433,3.7523167721467603,False,False
2025-09-07 21:59:59.999,2025-09-07 21:00:00,874.65,874.65,873.76,873.8,1657.147,1448653.29700000,7738,721.71700000,630917.04270000,0,863.3302,64.15441176470604,3.505762497473029,3.703005917212014,False,False
2025-09-07 22:59:59.999,2025-09-07 22:00:00,873.79,876.42,873.34,876.33,3124.376,2733767.42610000,12140,2146.58400000,1878281.15472000,0,863.8114,60.34570411794638,3.5072593163819192,3.6638565970459953,False,False
2025-09-07 23:59:59.999,2025-09-07 23:00:00,876.33,884.05,875.81,880.05,16415.936,14457293.29988000,58034,9898.07800000,8715040.04820000,0,864.4112,70.51108095884231,3.7652154073631436,3.684128359109425,False,False
2025-09-08 00:59:59.999,2025-09-08 00:00:00,880.05,885.85,878.68,882.95,11239.776,9926610.63680000,41367,6555.85900000,5790921.58679000,0,865.0429999999999,71.63984341017864,4.155748351495163,3.778452357586573,False,False
2025-09-08 01:59:59.999,2025-09-08 01:00:00,882.95,884.6,877.89,878.16,9717.653,8560807.34862000,34136,4759.68300000,4194268.52986000,0,865.6034,58.32719233603538,4.032254238191399,3.8292127337075383,False,False
2025-09-08 02:59:59.999,2025-09-08 02:00:00,878.17,883.03,877.77,882.03,10939.446,9631319.29367000,27262,5545.09200000,4879328.67436000,0,866.2023999999999,72.10834553440695,4.198265924483962,3.9030233718628233,False,False
2025-09-08 03:59:59.999,2025-09-08 03:00:00,882.03,884.92,881.84,882.14,10497.122,9271120.98402000,28125,4698.90200000,4149929.33318000,0,866.7394,69.24939467312343,4.2892635029242,3.980271398075099,False,False
2025-09-08 04:59:59.999,2025-09-08 04:00:00,882.15,882.4,878.08,878.49,9316.991,8191461.05722000,26264,3689.15000000,3243327.15295000,0,867.2007999999998,57.884902840059844,4.02050931505903,3.9883189814718856,False,False
2025-09-08 05:59:59.999,2025-09-08 05:00:00,878.48,879.3,871.66,874.72,10049.56,8794478.71467000,31509,4412.46700000,3859655.97909000,0,867.5311999999999,50.06640106241713,3.4633884064461427,3.883332866466737,False,False
2025-09-08 06:59:59.999,2025-09-08 06:00:00,874.73,875.32,872.28,873.21,6024.884,5263744.17095000,20460,2934.49300000,2564067.85228000,0,867.8367999999999,49.80184940554821,2.866973011875416,3.680060895548473,False,False
2025-09-08 07:59:59.999,2025-09-08 07:00:00,873.21,876.14,873.15,874.18,7980.061,6982835.61717000,18549,3430.59500000,3001068.61236000,0,868.1995999999999,50.52083333333323,2.444402853600536,3.4329292871588857,False,False
2025-09-08 08:59:59.999,2025-09-08 08:00:00,874.19,877.58,870.01,872.24,13350.606,11658888.57401000,43357,5428.52700000,4742063.85762000,0,868.479,45.257106355796815,1.9307150902387775,3.132486447774864,False,False
2025-09-08 09:59:59.999,2025-09-08 09:00:00,872.25,876.49,871.72,876.2,8104.516,7089243.37166000,24573,4100.58400000,3586708.18539000,0,868.8145999999999,51.30681818181829,1.8221481521037504,2.8704187886406416,False,False
2025-09-08 10:59:59.999,2025-09-08 10:00:00,876.2,879.37,875.44,877.59,7625.88,6691591.16091000,25999,3850.30600000,3378797.32443000,0,869.1786,54.08787541713021,1.8272065549654144,2.6617763419055964,False,False
2025-09-08 11:59:59.999,2025-09-08 11:00:00,877.59,879.0,875.35,878.72,5216.068,4574137.54122000,24588,2677.85700000,2348708.21379000,0,869.615,56.788079470198774,1.9004892745297184,2.5095189284304213,False,False
2025-09-08 12:59:59.999,2025-09-08 12:00:00,878.72,879.32,877.2,877.9,5291.058,4647140.50713000,20193,2944.16000000,2586022.37464000,0,869.9767999999999,52.27338546191709,1.870833407811915,2.3817818243067204,False,False
2025-09-08 13:59:59.999,2025-09-08 13:00:00,877.91,881.65,877.9,878.91,12422.312,10934066.36711000,43828,7154.32600000,6296989.70979000,0,870.3336,48.20867379006916,1.9068485161349145,2.2867951626723593,False,False
