datetime,open,high,low,close,volume,trades_count
2025-10-18 23:14:22,1092.27,1092.31,1092.27,1092.31,0.11,16
2025-10-18 23:14:23,1092.31,1092.31,1092.31,1092.31,0.0,0
2025-10-18 23:14:24,1092.31,1092.31,1092.31,1092.31,0.12,2
2025-10-18 23:14:25,1092.32,1092.32,1092.32,1092.32,0.02,1
2025-10-18 23:14:26,1092.32,1092.32,1092.32,1092.32,0.074,12
2025-10-18 23:14:27,1092.32,1092.32,1092.32,1092.32,0.0,0
2025-10-18 23:14:28,1092.32,1092.32,1092.32,1092.32,0.0,0
2025-10-18 23:14:29,1092.32,1092.32,1092.32,1092.32,0.037,5
2025-10-18 23:14:30,1092.31,1092.31,1092.31,1092.31,0.121,1
2025-10-18 23:14:31,1092.31,1092.31,1092.31,1092.31,1.426,1
2025-10-18 23:14:32,1092.32,1092.32,1092.32,1092.32,1.174,10
2025-10-18 23:14:33,1092.32,1092.32,1092.32,1092.32,0.019,2
2025-10-18 23:14:34,1092.32,1092.32,1092.32,1092.32,0.0,0
2025-10-18 23:14:35,1092.31,1092.32,1092.31,1092.32,0.07,2
2025-10-18 23:14:36,1092.32,1092.32,1092.32,1092.32,0.0,0
2025-10-18 23:14:37,1092.32,1092.32,1092.32,1092.32,0.074,9
2025-10-18 23:14:38,1092.32,1092.32,1092.32,1092.32,0.007,2
2025-10-18 23:14:39,1092.32,1092.32,1092.32,1092.32,0.01,2
2025-10-18 23:14:40,1092.32,1092.33,1092.32,1092.32,1.046,15
2025-10-18 23:14:41,1092.33,1092.44,1092.33,1092.44,0.338,41
2025-10-18 23:14:42,1092.44,1092.44,1092.44,1092.44,0.065,2
2025-10-18 23:14:43,1092.44,1092.44,1092.44,1092.44,0.0,0
2025-10-18 23:14:44,1092.44,1092.44,1092.44,1092.44,0.02,1
2025-10-18 23:14:45,1092.43,1092.43,1092.43,1092.43,1.323,1
2025-10-18 23:14:46,1092.44,1092.44,1092.44,1092.44,0.009,1
2025-10-18 23:14:47,1092.44,1092.44,1092.44,1092.44,0.0,0
2025-10-18 23:14:48,1092.44,1092.44,1092.44,1092.44,0.0,0
2025-10-18 23:14:49,1092.44,1092.44,1092.44,1092.44,0.0,0
2025-10-18 23:14:50,1092.44,1092.44,1092.44,1092.44,0.0,0
2025-10-18 23:14:51,1092.44,1092.44,1092.44,1092.44,0.016,2
2025-10-18 23:14:52,1092.44,1092.44,1092.44,1092.44,0.009,1
2025-10-18 23:14:53,1092.43,1092.43,1092.43,1092.43,0.005,1
2025-10-18 23:14:54,1092.43,1092.43,1092.43,1092.43,0.255,5
2025-10-18 23:14:55,1092.44,1092.44,1092.44,1092.44,0.1,1
2025-10-18 23:14:56,1092.44,1092.44,1092.44,1092.44,0.0,0
2025-10-18 23:14:57,1092.44,1092.44,1092.44,1092.44,0.0,0
2025-10-18 23:14:58,1092.44,1092.44,1092.44,1092.44,0.0,0
2025-10-18 23:14:59,1092.44,1092.44,1092.44,1092.44,0.0,0
2025-10-18 23:15:00,1092.43,1092.43,1092.43,1092.43,0.018,1
2025-10-18 23:15:01,1092.44,1092.65,1092.44,1092.65,2.386,108
2025-10-18 23:15:02,1092.66,1092.75,1092.66,1092.75,0.437,65
2025-10-18 23:15:03,1092.76,1092.76,1092.76,1092.76,0.023,3
2025-10-18 23:15:04,1092.75,1092.75,1092.75,1092.75,1.146,1
2025-10-18 23:15:05,1092.75,1092.75,1092.75,1092.75,0.0,0
2025-10-18 23:15:06,1092.75,1092.75,1092.75,1092.75,0.0,0
2025-10-18 23:15:07,1092.75,1092.75,1092.75,1092.75,0.0,0
2025-10-18 23:15:08,1092.75,1092.75,1092.75,1092.75,4.153,2
2025-10-18 23:15:09,1092.75,1092.75,1092.75,1092.75,0.006,1
2025-10-18 23:15:10,1092.76,1092.76,1092.76,1092.76,1.062,9
2025-10-18 23:15:11,1092.76,1092.76,1092.76,1092.76,0.0,0
2025-10-18 23:15:12,1092.75,1092.75,1092.75,1092.75,0.632,1
2025-10-18 23:15:13,1092.76,1092.76,1092.76,1092.76,0.01,2
2025-10-18 23:15:14,1092.76,1092.76,1092.76,1092.76,0.0,0
2025-10-18 23:15:15,1092.75,1092.75,1092.75,1092.75,0.281,1
2025-10-18 23:15:16,1092.76,1092.84,1092.76,1092.84,0.499,27
2025-10-18 23:15:17,1092.85,1092.86,1092.85,1092.86,0.151,3
2025-10-18 23:15:18,1092.86,1092.86,1092.86,1092.86,0.267,2
2025-10-18 23:15:19,1092.85,1092.85,1092.85,1092.85,0.135,1
2025-10-18 23:15:20,1092.86,1092.86,1092.85,1092.85,0.021,2
2025-10-18 23:15:21,1092.86,1092.86,1092.86,1092.86,0.014,2
2025-10-18 23:15:22,1092.85,1092.85,1092.85,1092.85,0.006,1
2025-10-18 23:15:23,1092.85,1092.85,1092.85,1092.85,0.0,0
2025-10-18 23:15:24,1092.86,1092.86,1092.86,1092.86,0.01,1
2025-10-18 23:15:25,1092.86,1092.86,1092.86,1092.86,0.0,0
2025-10-18 23:15:26,1092.86,1092.86,1092.86,1092.86,0.02,4
